Latitude,Longitude,Yield
-17.830888,-52.080753,6.1801195
-17.83086,-52.080766,6.3205802
-17.830831,-52.080781,6.073235
-17.8308,-52.080795,5.5645031
-17.830771,-52.080811,6.1209975
-17.83074,-52.080826,6.415262
-17.830708,-52.08084,5.8608831
-17.830678,-52.080855,6.2882002
-17.83065,-52.080868,5.927448
-17.83062,-52.08088,6.1849644
-17.83059,-52.080893,6.3530786
-17.83056,-52.080908,6.3932574
-17.83053,-52.080921,6.1504462
-17.830498,-52.080936,5.9437011
-17.830468,-52.080951,6.3220998
-17.830438,-52.080966,5.2215518
-17.830406,-52.08098,5.9364107
-17.830376,-52.080993,5.8967605
-17.830346,-52.081008,5.7627038
-17.830316,-52.081023,5.4727988
-17.830286,-52.081036,5.6285436
-17.830256,-52.081051,5.8632072
-17.830225,-52.081065,5.7745474
-17.830195,-52.081078,5.6501079
-17.830165,-52.081093,5.4896056
-17.830135,-52.081108,6.1912754
-17.830105,-52.081123,5.7607167
-17.830075,-52.081138,6.0818397
-17.830043,-52.081153,5.4126736
-17.830013,-52.081168,5.7410146
-17.829983,-52.081181,5.7218834
-17.829953,-52.081196,5.9653514
-17.829921,-52.08121,6.5663241
-17.829891,-52.081223,6.2817961
-17.829861,-52.081238,6.5009335
-17.82983,-52.081253,5.6840204
-17.8298,-52.081266,5.878596
-17.82977,-52.081283,5.7361343
-17.829738,-52.081298,5.8455855
-17.829706,-52.081315,5.631559
-17.829676,-52.08133,6.0457711
-17.829646,-52.081343,6.5535762
-17.829616,-52.081358,5.962666
-17.829586,-52.081373,6.1082479
-17.829556,-52.081388,5.2410318
-17.829526,-52.081403,6.3021728
-17.829496,-52.081416,5.9173744
-17.829466,-52.081431,6.1774843
-17.829435,-52.081445,6.3838538
-17.829405,-52.081461,6.0798859
-17.829375,-52.081475,6.6282791
-17.829345,-52.08149,5.8511171
-17.829313,-52.081506,6.2471213
-17.829281,-52.08152,6.35281
-17.829253,-52.081531,6.1867332
-17.829223,-52.081546,6.007523
-17.829195,-52.081558,5.8918699
-17.829166,-52.081571,6.2385594
-17.829136,-52.081585,6.0857967
-17.829106,-52.081601,6.0296616
-17.829076,-52.081616,6.0690837
-17.829046,-52.081631,5.917158
-17.829018,-52.081646,6.4612299
-17.828986,-52.081661,5.5963334
-17.828956,-52.081676,6.1563432
-17.828926,-52.08169,6.1372846
-17.828881,-52.08171,6.2636051
-17.828866,-52.081718,6.3005008
-17.828835,-52.081733,5.4598735
-17.82879,-52.081753,6.3750799
-17.828775,-52.081761,5.8442918
-17.828743,-52.081775,6.1436399
-17.828715,-52.081786,6.1141749
-17.828688,-52.081795,6.1430288
-17.828661,-52.081805,6.305006
-17.828631,-52.08182,6.1435964
-17.828601,-52.081831,5.8417549
-17.828571,-52.081846,5.5857198
-17.828541,-52.08186,5.5059763
-17.828496,-52.081883,5.6840933
-17.82848,-52.081893,5.7529757
-17.828445,-52.081911,6.0357558
-17.828413,-52.081928,6.5164094
-17.82839,-52.081931,5.6329044
-17.828346,-52.081948,6.0703173
-17.828331,-52.081955,6.003105
-17.828303,-52.08197,5.7298517
-17.828271,-52.081983,5.9156966
-17.828243,-52.081995,5.4285516
-17.828213,-52.082008,5.7020984
-17.828183,-52.082021,5.5883783
-17.828153,-52.082036,5.9607383
-17.828123,-52.082048,5.985083
-17.828093,-52.082063,5.5862706
-17.82805,-52.082083,6.007288
-17.828035,-52.082091,6.0459283
-17.828005,-52.082103,6.5212012
-17.827975,-52.082115,6.6093372
-17.827941,-52.082133,6.0578171
-17.827911,-52.082148,6.1498815
-17.827885,-52.082158,6.4152212
-17.827853,-52.082175,6.3493426
-17.827821,-52.082191,6.9104875
-17.827793,-52.082205,7.0479258
-17.827768,-52.082218,6.5641128
-17.827728,-52.082236,8.6242089
-17.82772,-52.082241,46.407982
-17.827716,-52.082246,17.423327
-17.827738,-52.082238,7.3737176
-17.827751,-52.08223,6.1991016
-17.827775,-52.082211,17.2705391
-17.827766,-52.082218,2.7322947
-17.827746,-52.082241,1.0211747
-17.827741,-52.082295,0.3787225
-17.827761,-52.082368,0.1778992
-17.827763,-52.082391,0.1530175
-17.827738,-52.082445,0.1364813
-17.827713,-52.082473,0.2145057
-17.827683,-52.08249,0.5967142
-17.827686,-52.082488,75.2638874
-17.827691,-52.082493,2.0415193
-17.827685,-52.082495,1.1750098
-17.827678,-52.082496,1.2364617
-17.827668,-52.082501,2.1541648
-17.827668,-52.0825,26.241911
-17.827655,-52.082536,2.6309033
-17.827661,-52.08253,1.7014545
-17.827673,-52.082523,1.5599052
-17.827676,-52.082521,49.8298866
-17.827676,-52.082521,3.587407
-17.827695,-52.082486,50.5996352
-17.827693,-52.082488,2.6954644
-17.827698,-52.082486,1.1148254
-17.827718,-52.08247,0.7058362
-17.827728,-52.082461,0.5941199
-17.827755,-52.082423,0.520086
-17.82777,-52.08239,0.6390472
-17.827785,-52.082356,0.5555071
-17.827798,-52.08232,0.6349369
-17.827805,-52.082301,0.5218879
-17.827818,-52.082266,0.6349369
-17.827836,-52.082235,0.5297654
-17.82786,-52.082211,0.7177312
-17.827881,-52.0822,1.7553216
-17.827883,-52.082198,0.5363499
-17.82785,-52.082201,0.5227336
-17.827788,-52.082196,0.5302027
-17.82777,-52.082201,0.6494354
-17.827731,-52.082211,1.0802779
-17.827723,-52.082211,0.7338352
-17.827683,-52.082228,0.6104964
-17.827653,-52.082238,0.5698943
-17.827625,-52.082248,0.5115835
-17.827596,-52.08226,0.886742
-17.827566,-52.082271,2.1647421
-17.827538,-52.082283,4.1723311
-17.827523,-52.08229,4.6816197
-17.827478,-52.082311,4.9060877
-17.82745,-52.082325,5.7600079
-17.827421,-52.082336,5.9948907
-17.827391,-52.082348,5.9577547
-17.827361,-52.082361,5.6084299
-17.827333,-52.082375,5.6012474
-17.827303,-52.082388,5.8023954
-17.827288,-52.082396,5.4089125
-17.827243,-52.082416,6.1905673
-17.82721,-52.082433,5.5900055
-17.827176,-52.08245,5.6782691
-17.827145,-52.082463,5.3711883
-17.827113,-52.08248,5.7821374
-17.827081,-52.082493,5.365508
-17.827048,-52.082511,5.7383928
-17.827033,-52.08252,6.0988648
-17.826983,-52.082543,5.6604753
-17.826951,-52.082558,6.6046744
-17.82692,-52.082573,6.0232719
-17.826888,-52.082588,6.6914496
-17.826856,-52.082603,6.1778961
-17.826825,-52.082618,5.491152
-17.826791,-52.082636,5.4054683
-17.826761,-52.082651,5.08543
-17.82673,-52.082666,5.5345198
-17.826696,-52.082683,6.2648274
-17.826666,-52.0827,6.536221
-17.826633,-52.082715,5.7641731
-17.826601,-52.082731,5.860381
-17.826571,-52.082746,5.5184016
-17.826538,-52.082763,6.2619384
-17.826508,-52.082773,6.1894434
-17.826476,-52.082785,5.6912158
-17.826461,-52.08279,5.6434644
-17.826415,-52.082811,5.5365922
-17.826383,-52.082823,6.1307774
-17.826353,-52.08284,6.0760459
-17.82632,-52.082856,6.5390083
-17.826288,-52.082871,5.9763759
-17.826258,-52.082881,5.9526184
-17.826228,-52.082893,6.2046336
-17.826196,-52.082905,6.2797671
-17.826181,-52.082913,6.1067907
-17.826136,-52.082928,5.8585388
-17.826105,-52.082941,6.1296419
-17.826075,-52.08295,5.8704233
-17.826041,-52.082965,6.3278119
-17.826011,-52.082978,6.3836272
-17.82598,-52.08299,5.7700949
-17.82595,-52.083005,5.3552349
-17.82592,-52.083016,5.9793681
-17.825888,-52.08303,6.5475775
-17.825856,-52.083043,5.7418994
-17.825826,-52.083056,6.1786827
-17.825795,-52.083068,5.5082449
-17.825761,-52.083085,5.4660824
-17.825731,-52.083098,5.8060304
-17.8257,-52.083111,5.7163523
-17.825668,-52.083123,5.861603
-17.825636,-52.083138,6.0107351
-17.825605,-52.083153,5.8499271
-17.825573,-52.083168,5.6832461
-17.825541,-52.083181,5.7725101
-17.82551,-52.083193,5.9112668
-17.82548,-52.083206,5.8289522
-17.825448,-52.083218,5.1083949
-17.825418,-52.083231,5.2705516
-17.825386,-52.083246,5.3898176
-17.825355,-52.08326,5.4544622
-17.825325,-52.083273,5.6133409
-17.825295,-52.083286,5.2746249
-17.825263,-52.0833,5.516217
-17.825233,-52.083315,5.3259031
-17.825201,-52.083328,5.2576834
-17.82517,-52.083343,4.743629
-17.825138,-52.083358,5.3244229
-17.825106,-52.083373,5.4173689
-17.825075,-52.08339,5.194356
-17.825041,-52.083405,5.8219164
-17.825011,-52.08342,4.4853812
-17.82498,-52.083435,4.2652465
-17.824948,-52.083453,3.9235994
-17.824916,-52.083468,3.6128918
-17.824886,-52.083485,4.2906632
-17.824856,-52.0835,4.6224094
-17.824825,-52.083513,4.5910309
-17.824795,-52.083528,4.250088
-17.824763,-52.083545,4.815124
-17.824733,-52.083561,4.3890593
-17.824701,-52.083578,4.9621369
-17.824671,-52.083595,4.9397166
-17.824641,-52.083608,5.2152248
-17.824616,-52.083618,6.7313593
-17.824598,-52.083626,6.825803
-17.824578,-52.083635,8.6849178
-17.82456,-52.083641,4.7396337
-17.824536,-52.083653,2.2536895
-17.824508,-52.083666,0.9193409
-17.824476,-52.083683,0.8808879
-17.824445,-52.083701,1.9856949
-17.824415,-52.083716,3.1058187
-17.824383,-52.083735,3.5839494
-17.824353,-52.08375,4.5812105
-17.824323,-52.083765,4.766448
-17.824291,-52.083776,4.9865513
-17.82426,-52.083791,5.1989329
-17.824228,-52.083806,4.6745858
-17.824196,-52.083821,4.7955712
-17.824165,-52.083836,5.0921324
-17.824135,-52.083851,5.2925734
-17.824103,-52.083863,5.070742
-17.824071,-52.083878,5.4897321
-17.82404,-52.083895,5.7031723
-17.824008,-52.083906,5.1120071
-17.82398,-52.08392,6.5020133
-17.823948,-52.083933,5.5481102
-17.823916,-52.083946,6.1592237
-17.823885,-52.08396,5.3017144
-17.823853,-52.083973,5.6044266
-17.823823,-52.08399,5.6296695
-17.823791,-52.084003,5.6528838
-17.823761,-52.084016,5.6384353
-17.82373,-52.084031,5.1711055
-17.823698,-52.084046,5.2706507
-17.823666,-52.084061,5.0799999
-17.823636,-52.084075,5.4432758
-17.823605,-52.08409,5.697768
-17.823575,-52.084103,6.0218857
-17.823543,-52.084116,5.2483574
-17.823513,-52.084133,5.0602473
-17.82348,-52.084148,5.7604339
-17.82345,-52.084165,5.1017943
-17.823418,-52.08418,5.0508282
-17.823385,-52.084196,5.2285175
-17.823353,-52.084211,5.087256
-17.823323,-52.084228,4.952714
-17.823291,-52.084241,5.5506499
-17.82326,-52.084256,6.4076752
-17.82323,-52.084271,5.1454857
-17.8232,-52.084285,5.5115795
-17.82317,-52.0843,6.0880863
-17.823136,-52.084315,5.7207758
-17.823106,-52.08433,6.1229656
-17.823073,-52.084345,5.4151802
-17.823041,-52.084358,5.4217517
-17.823008,-52.084376,4.326625
-17.822976,-52.084395,4.2571059
-17.822945,-52.084408,5.226149
-17.822913,-52.084421,5.3033192
-17.822883,-52.084435,5.1385977
-17.82285,-52.084448,5.6383539
-17.82282,-52.084463,5.8310649
-17.822788,-52.08448,5.2421731
-17.822756,-52.084491,5.4898321
-17.82271,-52.084515,5.64343
-17.822695,-52.084523,5.1813729
-17.822661,-52.084538,5.1634754
-17.822631,-52.084553,4.7549179
-17.8226,-52.084568,4.5669691
-17.822568,-52.084583,5.0122171
-17.822538,-52.084598,4.3222685
-17.822506,-52.084613,4.8244832
-17.822476,-52.084626,5.4259785
-17.822445,-52.084643,4.9664719
-17.822415,-52.084656,5.2872445
-17.822381,-52.084671,5.2474885
-17.822351,-52.084685,5.2381388
-17.822321,-52.084698,5.8240667
-17.822291,-52.08471,5.3624195
-17.822246,-52.08473,5.5122734
-17.822231,-52.084736,4.9140093
-17.8222,-52.084751,5.4783613
-17.82217,-52.084766,5.1431774
-17.82214,-52.08478,5.0929502
-17.82211,-52.084793,4.8152768
-17.82208,-52.084808,4.8557561
-17.822046,-52.084821,5.1614994
-17.822015,-52.084841,5.3101887
-17.821966,-52.084863,5.1012883
-17.821951,-52.084871,5.4821219
-17.82192,-52.084888,4.8966621
-17.821873,-52.084908,4.4840357
-17.821841,-52.084923,5.0503893
-17.821826,-52.08493,4.9877859
-17.821795,-52.084943,4.920391
-17.821763,-52.084958,4.8557291
-17.821733,-52.084971,4.9642388
-17.821685,-52.084996,5.5506061
-17.821655,-52.085011,5.3143873
-17.821623,-52.085025,4.7420263
-17.821591,-52.085038,5.4288953
-17.82156,-52.085051,5.65331
-17.821528,-52.085065,5.3839109
-17.821498,-52.085078,4.7565328
-17.821466,-52.085093,5.1882308
-17.821435,-52.08511,5.6377396
-17.821403,-52.085125,5.6319394
-17.821371,-52.085141,5.4786452
-17.821341,-52.085156,5.3921294
-17.82131,-52.085171,5.25487
-17.821276,-52.085188,5.7094064
-17.821248,-52.0852,6.4838424
-17.821216,-52.085216,5.327704
-17.821186,-52.085231,5.9641655
-17.821171,-52.085238,5.545116
-17.821128,-52.085256,5.4258038
-17.821115,-52.085263,5.0834008
-17.821073,-52.085285,4.7881807
-17.821041,-52.085301,4.8926946
-17.821011,-52.085318,5.0096772
-17.820981,-52.085333,4.7827847
-17.820951,-52.085348,4.5763064
-17.820923,-52.085363,5.2022877
-17.820893,-52.085376,4.8699228
-17.820863,-52.08539,5.0883436
-17.820833,-52.08541,4.9489111
-17.820801,-52.085425,4.7458891
-17.820773,-52.08544,5.4130789
-17.820758,-52.085445,5.347652
-17.820713,-52.085465,4.9867364
-17.820683,-52.08548,5.4932098
-17.820655,-52.085493,5.0175947
-17.820623,-52.08551,5.0699922
-17.820595,-52.085523,5.7461365
-17.820563,-52.085538,5.389602
-17.820536,-52.085553,5.2189757
-17.820521,-52.08556,5.0170295
-17.820476,-52.085581,5.1661357
-17.820446,-52.085595,4.9566802
-17.820418,-52.085605,5.2795242
-17.820386,-52.085623,5.3473767
-17.820356,-52.085638,5.1663966
-17.820323,-52.085663,4.6993504
-17.820295,-52.085675,4.9198078
-17.820265,-52.085686,5.3080369
-17.820235,-52.0857,5.5862838
-17.820206,-52.08571,6.4679933
-17.820183,-52.085721,7.2614697
-17.820171,-52.085726,8.177287
-17.820143,-52.08574,9.8203226
-17.820135,-52.085745,6.2298117
-17.820095,-52.085766,5.8909273
-17.820078,-52.085775,5.7819846
-17.820053,-52.085788,5.3226215
-17.820016,-52.085803,4.5410712
-17.819993,-52.085813,5.8799748
-17.81997,-52.08582,7.2555078
-17.819948,-52.085825,8.0748794
-17.819928,-52.085826,8.7497811
-17.81991,-52.08583,7.9842116
-17.819888,-52.085831,6.6882586
-17.819866,-52.085835,7.4619132
-17.819846,-52.085836,8.9289868
-17.819836,-52.08584,15.6986849
-17.819841,-52.085843,5.3690882
-17.819853,-52.085845,4.2674738
-17.819861,-52.085841,5.9272771
-17.819878,-52.085836,11.4530691
-17.81987,-52.085841,2.8123165
-17.819856,-52.08586,2.2318154
-17.81985,-52.085873,0.7500778
-17.819838,-52.085888,0.6409867
-17.819826,-52.085905,0.5569792
-17.819813,-52.08592,0.4830798
-17.8198,-52.08594,0.4832356
-17.819785,-52.085953,0.943368
-17.81977,-52.085966,1.5522022
-17.819753,-52.08598,2.3309046
-17.819738,-52.085991,7.230564
-17.81974,-52.08599,8.8685002
-17.81975,-52.085986,4.6256225
-17.819761,-52.08598,5.5131261
-17.819768,-52.085975,11.2225784
-17.819755,-52.085986,3.1452941
-17.819738,-52.086003,2.3762692
-17.819718,-52.086018,0.7957339
-17.819696,-52.086035,0.3636094
-17.819673,-52.086048,0.4166712
-17.81965,-52.086061,0.50953
-17.819628,-52.086075,1.5270809
-17.819606,-52.086086,4.1987828
-17.819583,-52.0861,5.6725229
-17.819566,-52.086108,6.5945959
-17.81955,-52.086115,8.3335066
-17.819535,-52.086121,6.8321198
-17.819515,-52.086133,3.7980228
-17.819488,-52.086148,2.1868158
-17.819448,-52.086171,1.740803
-17.819403,-52.086193,0.9414255
-17.819368,-52.086206,0.5088153
-17.819345,-52.086235,0.3148128
-17.81932,-52.086253,0.2634484
-17.81935,-52.086273,0.34269
-17.819373,-52.086271,0.9237154
-17.81937,-52.086273,0.7495614
-17.819356,-52.086281,0.5942705
-17.819343,-52.08629,1.1994561
-17.819348,-52.08629,0.5138907
-17.819366,-52.086283,0.4810873
-17.819385,-52.086273,0.4064478
-17.819401,-52.086263,0.6427534
-17.819401,-52.086266,1.1232308
-17.819398,-52.08627,0.6208173
-17.819385,-52.08628,0.6047767
-17.819385,-52.08628,0.3643228
-17.819401,-52.086251,0.2306264
-17.819425,-52.086216,0.2278222
-17.819453,-52.086185,0.2242018
-17.819476,-52.086158,0.2768119
-17.819493,-52.086133,0.3464343
-17.819508,-52.086115,0.522081
-17.819515,-52.086103,0.6365131
-17.819521,-52.086095,0.594617
-17.819528,-52.086085,0.5079873
-17.819536,-52.086068,0.3689781
-17.819543,-52.086046,0.3736529
-17.819551,-52.086025,0.3802476
-17.81956,-52.086003,0.5474781
-17.819568,-52.085985,1.1263166
-17.819578,-52.085966,1.8206607
-17.819591,-52.085951,2.5756457
-17.819605,-52.085935,2.2566067
-17.819621,-52.085918,1.6244111
-17.819641,-52.085905,1.6120726
-17.81966,-52.085893,1.7549064
-17.819678,-52.08588,1.9542064
-17.819698,-52.085866,2.5032126
-17.819718,-52.085853,2.611825
-17.819738,-52.085841,2.3934568
-17.819758,-52.08583,2.2986577
-17.81978,-52.085818,3.3200833
-17.819801,-52.085808,3.9510902
-17.819823,-52.0858,4.8734531
-17.819843,-52.085791,5.534434
-17.819861,-52.085785,5.7679353
-17.81988,-52.085778,6.4108696
-17.819896,-52.085776,7.4101141
-17.819908,-52.085775,12.5000904
-17.819898,-52.085778,5.7465975
-17.819883,-52.085783,4.3371926
-17.819866,-52.085795,3.9555367
-17.819856,-52.085811,5.1197306
-17.819853,-52.08582,4.3618814
-17.819853,-52.085805,1.1177101
-17.819848,-52.085785,1.332238
-17.819845,-52.085785,0.78349
-17.819853,-52.085798,0.4904422
-17.819866,-52.085811,0.4722489
-17.819883,-52.08582,0.8662012
-17.819876,-52.085818,0.4220329
-17.819855,-52.085821,0.3513333
-17.819833,-52.085838,0.3280667
-17.819815,-52.085848,0.3187601
-17.819793,-52.085863,0.3576818
-17.819773,-52.085873,0.282218
-17.819751,-52.085888,0.3397286
-17.819733,-52.085901,0.6015643
-17.819725,-52.085908,3.2921107
-17.819736,-52.085901,2.591209
-17.819751,-52.085893,7.942616
-17.819746,-52.0859,3.7571848
-17.819728,-52.085916,3.6339873
-17.819706,-52.085935,1.6243882
-17.81968,-52.085956,1.0879695
-17.819655,-52.085978,1.8114479
-17.819628,-52.085998,0.6337001
-17.819601,-52.086016,2.0257204
-17.819578,-52.086036,3.042607
-17.819566,-52.08607,3.7017833
-17.819586,-52.086105,3.822356
-17.8196,-52.086115,3.3016487
-17.819636,-52.086121,1.8536696
-17.819673,-52.086133,0.8210992
-17.819703,-52.086158,0.4212791
-17.819736,-52.086178,0.2964665
-17.81977,-52.086196,0.2370059
-17.819805,-52.086206,0.24645
-17.81983,-52.08619,1.2398887
-17.819853,-52.086173,0.3168484
-17.819876,-52.086155,0.3090505
-17.8199,-52.08614,0.2891222
-17.819923,-52.086128,0.3592501
-17.819946,-52.086118,0.7016555
-17.819953,-52.086115,2.1963932
-17.819965,-52.086106,3.6484605
-17.81998,-52.086096,5.5595529
-17.819985,-52.08609,4.0872267
-17.819996,-52.086076,3.0785554
-17.820006,-52.086065,1.5866608
-17.820018,-52.086053,0.9804498
-17.820028,-52.086041,0.749819
-17.82004,-52.086031,0.7701217
-17.820051,-52.086021,0.92012
-17.82006,-52.086013,4.1167121
-17.820065,-52.08601,2.2259341
-17.820075,-52.086001,2.1015215
-17.82009,-52.085993,1.9563094
-17.820115,-52.085981,1.0818764
-17.820138,-52.085975,0.6956999
-17.82015,-52.085971,0.756329
-17.820173,-52.085963,1.1175814
-17.820196,-52.085956,2.2706861
-17.820223,-52.085946,2.0683529
-17.820281,-52.085931,2.4152333
-17.820301,-52.085923,2.8916754
-17.82033,-52.085888,1.6566056
-17.820321,-52.085845,1.0483721
-17.820271,-52.085828,0.798909
-17.820253,-52.08584,0.4155792
-17.820235,-52.085871,0.30444
-17.82022,-52.085901,0.2315154
-17.820198,-52.085961,0.1817439
-17.820185,-52.086006,0.1938298
-17.820173,-52.086055,0.1867434
-17.820146,-52.086095,0.1479104
-17.820125,-52.086116,0.1626472
-17.820085,-52.08618,0.1478606
-17.820051,-52.086218,0.1843393
-17.820033,-52.086236,0.1610699
-17.819966,-52.086295,0.1291727
-17.819921,-52.086336,0.1373685
-17.819898,-52.08636,0.1330017
-17.819823,-52.086421,0.1406852
-17.819776,-52.086443,0.1835073
-17.819746,-52.08648,0.1742664
-17.819761,-52.086518,0.2037321
-17.819796,-52.086521,0.2255502
-17.81981,-52.08651,0.2070493
-17.819818,-52.086475,0.2131805
-17.819826,-52.086421,0.240317
-17.819848,-52.086395,0.2057696
-17.819873,-52.086371,0.1837576
-17.8199,-52.08635,0.2258648
-17.819926,-52.08633,0.2809823
-17.819951,-52.086311,0.2304747
-17.819978,-52.086293,0.2270056
-17.820005,-52.086276,0.435156
-17.820035,-52.08626,0.7508496
-17.820048,-52.086253,1.1579188
-17.820093,-52.08623,1.243954
-17.820121,-52.086216,2.0175178
-17.82015,-52.0862,2.9780877
-17.820176,-52.086186,3.7377905
-17.820206,-52.086171,3.9170945
-17.820235,-52.086156,4.9673805
-17.820263,-52.086141,5.0599868
-17.820291,-52.086128,6.0802045
-17.820301,-52.086121,19.1690737
-17.820286,-52.086128,7.7534305
-17.82026,-52.08614,4.5004344
-17.820228,-52.08616,4.7001201
-17.820196,-52.086178,4.7924024
-17.820165,-52.086196,3.7731926
-17.820133,-52.086215,1.8279585
-17.820098,-52.086228,0.7645597
-17.820063,-52.086235,0.3410225
-17.82004,-52.086245,0.6371453
-17.820041,-52.086241,0.5406941
-17.820061,-52.08622,0.2071913
-17.820083,-52.086191,0.222104
-17.820108,-52.086166,0.2168841
-17.820133,-52.086145,0.2131207
-17.820161,-52.086126,0.2419959
-17.820185,-52.086111,0.2441256
-17.820213,-52.086096,0.3210059
-17.820236,-52.086083,0.6825842
-17.820258,-52.086071,1.471039
-17.820268,-52.086066,7.084942
-17.82026,-52.08607,3.9593073
-17.820246,-52.086075,8.7993292
-17.820253,-52.08607,5.038842
-17.820268,-52.08606,5.261997
-17.820285,-52.086048,2.7728422
-17.820305,-52.086038,1.1616834
-17.820328,-52.086025,0.6337217
-17.820353,-52.086011,0.4821132
-17.820381,-52.085998,0.8457573
-17.82041,-52.085985,2.4063577
-17.820441,-52.08597,3.1852379
-17.820471,-52.085955,4.091774
-17.820503,-52.08594,4.3343852
-17.820535,-52.085925,5.0584045
-17.820568,-52.08591,5.2104617
-17.820598,-52.085895,5.9496452
-17.820628,-52.08588,6.1090922
-17.820656,-52.085866,5.8486904
-17.820686,-52.085853,6.0768473
-17.820718,-52.085838,6.3335935
-17.820748,-52.085825,5.5027733
-17.820778,-52.085811,5.6277325
-17.820808,-52.085796,5.560258
-17.82084,-52.085781,5.3579054
-17.82087,-52.085768,5.9876552
-17.8209,-52.085753,5.7958593
-17.820931,-52.085738,5.7075804
-17.820961,-52.085723,6.043803
-17.820991,-52.08571,5.3909363
-17.821021,-52.085695,5.6239281
-17.821053,-52.085681,5.3312471
-17.821081,-52.085666,6.1867221
-17.82111,-52.085653,6.4756024
-17.821141,-52.085638,5.8707591
-17.82117,-52.085623,6.3593866
-17.8212,-52.08561,6.2317607
-17.82123,-52.085595,5.656443
-17.821261,-52.08558,5.5836558
-17.821291,-52.085565,5.9926504
-17.821321,-52.08555,5.3305272
-17.821353,-52.085536,5.9934147
-17.821385,-52.085521,6.0743415
-17.821413,-52.085508,6.7249285
-17.821443,-52.085493,6.2897724
-17.821473,-52.085478,6.1966951
-17.821503,-52.085465,6.8531437
-17.821535,-52.085453,5.2516968
-17.821563,-52.085436,5.9445083
-17.821595,-52.085423,5.298459
-17.821626,-52.085408,5.7195713
-17.821656,-52.085393,6.4217174
-17.821688,-52.08538,5.4420992
-17.82172,-52.085365,5.993372
-17.82175,-52.085351,5.6824664
-17.82178,-52.085336,6.302119
-17.82181,-52.085321,5.3378049
-17.82184,-52.085306,6.2780535
-17.821873,-52.085291,6.1979796
-17.821903,-52.085278,6.1729623
-17.821935,-52.085263,6.2148187
-17.821965,-52.085248,6.3707245
-17.821996,-52.085235,5.8620387
-17.822028,-52.08522,5.2930633
-17.82206,-52.085205,6.4952059
-17.82209,-52.085191,5.2990924
-17.822121,-52.085176,6.40765
-17.82215,-52.085163,6.5088229
-17.82218,-52.085146,6.378195
-17.822208,-52.085135,5.5966384
-17.822236,-52.085118,5.889846
-17.822268,-52.085105,5.7945171
-17.822298,-52.08509,5.9264747
-17.822328,-52.085075,6.5755919
-17.822358,-52.08506,6.4525388
-17.82239,-52.085045,5.69927
-17.82242,-52.08503,5.649657
-17.82245,-52.085015,6.2819317
-17.822478,-52.085,5.9017217
-17.82251,-52.084986,6.2201582
-17.822541,-52.084973,6.5743017
-17.822571,-52.084958,6.1923129
-17.822601,-52.084941,5.5789853
-17.822631,-52.084928,5.8780032
-17.822661,-52.084913,5.8036712
-17.822693,-52.0849,6.282035
-17.822725,-52.084885,6.1875924
-17.822753,-52.084871,5.4791737
-17.822786,-52.084856,5.6760621
-17.822815,-52.08484,6.6776135
-17.822845,-52.084826,5.9009342
-17.822876,-52.084811,5.6937911
-17.822906,-52.084796,6.4436353
-17.822938,-52.08478,5.8655587
-17.822966,-52.084768,6.1781209
-17.822998,-52.084753,5.6223307
-17.823026,-52.08474,6.2055541
-17.823056,-52.084726,5.7187582
-17.823086,-52.084711,5.9126371
-17.823118,-52.084696,6.2850269
-17.823148,-52.084681,5.7912592
-17.823178,-52.084668,5.7307495
-17.823206,-52.084655,5.512588
-17.823236,-52.084641,6.1699952
-17.823266,-52.084626,6.0337969
-17.823295,-52.084611,5.8236673
-17.823325,-52.0846,5.9324616
-17.823355,-52.084585,5.6123168
-17.823385,-52.08457,4.552461
-17.823415,-52.084555,5.2095746
-17.823443,-52.084541,5.475113
-17.823473,-52.084528,5.26037
-17.823506,-52.084513,6.1359554
-17.823536,-52.0845,6.1158883
-17.823566,-52.084485,5.6532386
-17.823596,-52.084471,5.543062
-17.823626,-52.084458,6.0424255
-17.823656,-52.084445,5.5219323
-17.823688,-52.08443,5.8678104
-17.823718,-52.084415,6.0213746
-17.823748,-52.084401,5.7215186
-17.823778,-52.084386,5.3873665
-17.823808,-52.084371,5.1877557
-17.82384,-52.084358,5.489114
-17.823868,-52.084343,5.0768627
-17.823898,-52.08433,5.1260248
-17.82393,-52.084315,5.7051214
-17.82396,-52.0843,6.2091879
-17.82399,-52.084286,5.6577833
-17.824021,-52.084271,5.1252357
-17.824051,-52.084258,5.545081
-17.824081,-52.084241,5.5004115
-17.824113,-52.084228,5.7590381
-17.824143,-52.084213,5.5543086
-17.824173,-52.084198,5.3026432
-17.824205,-52.084185,5.5635489
-17.824235,-52.084171,5.6965023
-17.824266,-52.084156,5.2467186
-17.824296,-52.084141,5.1469328
-17.824326,-52.084126,5.0163785
-17.824358,-52.084111,5.1703434
-17.82439,-52.084096,4.8813152
-17.82442,-52.084081,4.7388807
-17.82445,-52.084068,5.1060562
-17.82448,-52.084053,5.3527772
-17.824511,-52.08404,5.2429245
-17.824545,-52.084025,5.3851289
-17.824575,-52.084011,5.2454828
-17.824606,-52.083996,4.8658769
-17.824636,-52.083981,5.2160827
-17.824663,-52.083966,5.8530783
-17.824683,-52.083933,6.3895151
-17.824686,-52.083918,6.5795969
-17.824696,-52.083888,3.943964
-17.824718,-52.083845,1.800003
-17.824761,-52.083803,0.5996025
-17.824813,-52.083773,0.2608494
-17.824868,-52.083743,0.1487771
